W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,event
win,Roy Nelson  Brendan Schaub,1  0,8  12,1  0,0  0,Heavyweight,KO/TKO  Punch,1,3:45,The Ultimate Fighter: Heavyweights Finale
win,Matt Hamill  Jon Jones,0  0,5  44,0  1,0  0,Light Heavyweight,DQ,1,4:14,The Ultimate Fighter: Heavyweights Finale
win,Kevin Ferguson  Houston Alexander,0  0,27  43,4  0,1  0,Catch Weight,U-DEC,3,5:00,The Ultimate Fighter: Heavyweights Finale
win,Frankie Edgar  Matt Veach,0  0,25  7,0  3,1  0,Lightweight,SUB  Rear Naked Choke,2,2:20,The Ultimate Fighter: Heavyweights Finale
win,Matt Mitrione  Marcus Jones,1  0,14  10,0  3,0  1,Heavyweight,KO/TKO  Punches,2,0:10,The Ultimate Fighter: Heavyweights Finale
win,James McSweeney  Darrill Schoonover,0  0,58  16,1  0,2  1,Heavyweight,KO/TKO  Knee,3,3:20,The Ultimate Fighter: Heavyweights Finale
win,Jon Madsen  Justin Wren,0  0,26  17,0  0,0  0,Heavyweight,S-DEC,3,5:00,The Ultimate Fighter: Heavyweights Finale
win,Brian Stann  Rodney Wallace,0  0,36  15,0  7,0  2,Light Heavyweight,U-DEC,3,5:00,The Ultimate Fighter: Heavyweights Finale
win,John Howard  Dennis Hallman,1  0,14  8,2  2,0  2,Welterweight,KO/TKO  Punches,3,4:55,The Ultimate Fighter: Heavyweights Finale
win,Mark Bocek  Joe Brammer,0  0,6  3,2  0,1  0,Lightweight,SUB  Rear Naked Choke,1,3:36,The Ultimate Fighter: Heavyweights Finale
win,Forrest Griffin  Tito Ortiz,0  0,70  24,0  3,0  0,Light Heavyweight,S-DEC,3,5:00,UFC 106: Ortiz vs Griffin 2
win,Josh Koscheck  Anthony Johnson,0  0,19  16,2  0,1  0,Welterweight,SUB  Rear Naked Choke,2,4:47,UFC 106: Ortiz vs Griffin 2
win,Paulo Thiago  Jacob Volkmann,2  0,34  16,2  1,0  1,Welterweight,U-DEC,3,5:00,UFC 106: Ortiz vs Griffin 2
win,Rogerio Nogueira  Luiz Cane,1  0,14  3,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,1:56,UFC 106: Ortiz vs Griffin 2
win,Amir Sadollah  Phil Baroni,0  0,134  51,0  1,0  0,Welterweight,U-DEC,3,5:00,UFC 106: Ortiz vs Griffin 2
win,Ben Saunders  Marcus Davis,0  0,22  8,0  0,0  0,Welterweight,KO/TKO  Knee,1,3:24,UFC 106: Ortiz vs Griffin 2
win,Kendall Grove  Jake Rosholt,0  0,3  5,1  3,1  1,Middleweight,SUB  Triangle Choke,1,3:59,UFC 106: Ortiz vs Griffin 2
win,Brian Foster  Brock Larson,0  0,28  6,2  1,0  1,Welterweight,KO/TKO  Punches,2,3:25,UFC 106: Ortiz vs Griffin 2
draw draw,Caol Uno  Fabricio Camoes,0  0,28  22,2  5,0  2,Lightweight,M-DEC,3,5:00,UFC 106: Ortiz vs Griffin 2
win,George Sotiropoulos  Jason Dent,0  0,33  25,3  0,2  0,Lightweight,SUB  Armbar,2,4:36,UFC 106: Ortiz vs Griffin 2
win,Randy Couture  Brandon Vera,0  1,39  27,1  1,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 105: Couture vs Vera
win,Dan Hardy  Mike Swick,0  0,55  38,1  0,0  1,Welterweight,U-DEC,3,5:00,UFC 105: Couture vs Vera
win,Michael Bisping  Denis Kang,0  1,29  11,3  0,1  0,Middleweight,KO/TKO  Punches,2,4:24,UFC 105: Couture vs Vera
win,Matt Brown  James Wilks,1  0,45  19,0  1,3  3,Welterweight,KO/TKO  Punches,3,2:27,UFC 105: Couture vs Vera
win,Ross Pearson  Aaron Riley,0  0,59  15,0  0,0  0,Lightweight,KO/TKO,2,4:38,UFC 105: Couture vs Vera
win,John Hathaway  Paul Taylor,0  0,80  5,5  0,0  1,Welterweight,U-DEC,3,5:00,UFC 105: Couture vs Vera
win,Terry Etim  Shannon Gugerty,0  0,17  11,0  1,1  0,Lightweight,SUB  Guillotine Choke,2,1:24,UFC 105: Couture vs Vera
win,Nick Osipczak  Matthew Riddle,0  0,46  28,0  4,1  0,Welterweight,KO/TKO  Punches,3,3:53,UFC 105: Couture vs Vera
win,Dennis Siver  Paul Kelly,2  0,38  12,0  1,0  0,Lightweight,KO/TKO  Punches,2,2:53,UFC 105: Couture vs Vera
win,Alexander Gustafsson  Jared Hamman,1  0,6  6,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,0:41,UFC 105: Couture vs Vera
win,Andre Winner  Rolando Delgado,2  0,14  11,0  0,0  0,Lightweight,KO/TKO  Punch,1,3:22,UFC 105: Couture vs Vera
win,Lyoto Machida  Mauricio Rua,0  0,35  80,0  0,0  0,Light Heavyweight,U-DEC,5,5:00,UFC 104: Machida vs Shogun
win,Cain Velasquez  Ben Rothwell,0  0,62  3,5  0,0  0,Heavyweight,KO/TKO  Punches,2,0:58,UFC 104: Machida vs Shogun
win,Gleison Tibau  Josh Neer,0  0,22  24,11  0,2  0,Lightweight,U-DEC,3,5:00,UFC 104: Machida vs Shogun
win,Joe Stevenson  Spencer Fisher,0  0,28  14,2  0,0  0,Lightweight,KO/TKO  Elbows,2,4:03,UFC 104: Machida vs Shogun
win,Anthony Johnson  Yoshiyuki Yoshida,1  0,10  0,0  0,0  0,Welterweight,KO/TKO  Punch,1,0:41,UFC 104: Machida vs Shogun
win,Ryan Bader  Eric Schafer,2  0,52  25,3  0,0  1,Light Heavyweight,U-DEC,3,5:00,UFC 104: Machida vs Shogun
win,Pat Barry  Antoni Hardonk,1  0,29  29,0  0,0  0,Heavyweight,KO/TKO  Punches,2,2:30,UFC 104: Machida vs Shogun
win,Chael Sonnen  Yushin Okami,0  0,91  25,4  0,0  1,Middleweight,U-DEC,3,5:00,UFC 104: Machida vs Shogun
win,Jorge Rivera  Rob Kimmons,1  0,66  23,0  1,0  0,Middleweight,KO/TKO  Punches,3,1:53,UFC 104: Machida vs Shogun
win,Kyle Kingsbury  Razak Al-Hassan,0  0,25  31,2  1,0  0,Light Heavyweight,S-DEC,3,5:00,UFC 104: Machida vs Shogun
win,Stefan Struve  Chase Gormley,0  0,12  8,1  1,3  1,Heavyweight,SUB  Triangle Choke,1,4:04,UFC 104: Machida vs Shogun
win,Vitor Belfort  Rich Franklin,0  0,9  4,0  0,0  0,Catch Weight,KO/TKO  Punch,1,3:02,UFC 103: Franklin vs Belfort
win,Junior Dos Santos  Mirko Filipovic,0  0,70  22,0  0,0  0,Heavyweight,KO/TKO  Punches,3,2:00,UFC 103: Franklin vs Belfort
win,Paul Daley  Martin Kampmann,0  0,27  12,0  0,0  0,Welterweight,KO/TKO  Punches,1,2:31,UFC 103: Franklin vs Belfort
win,Josh Koscheck  Frank Trigg,1  0,9  1,0  0,0  0,Welterweight,KO/TKO  Punch,1,1:25,UFC 103: Franklin vs Belfort
win,Tyson Griffin  Hermes Franca,1  0,67  11,0  0,0  0,Lightweight,KO/TKO  Punch,2,3:26,UFC 103: Franklin vs Belfort
win,Efrain Escudero  Cole Miller,1  0,10  6,1  0,0  0,Lightweight,KO/TKO  Punch,1,3:36,UFC 103: Franklin vs Belfort
win,Tomasz Drwal  Drew McFedries,0  0,31  17,3  0,1  0,Middleweight,SUB  Rear Naked Choke,2,1:03,UFC 103: Franklin vs Belfort
win,Jim Miller  Steve Lopez,1  0,30  6,0  0,1  0,Lightweight,KO/TKO,2,0:48,UFC 103: Franklin vs Belfort
win,Nik Lentz  Rafaello Oliveira,0  0,67  29,4  4,4  0,Lightweight,U-DEC,3,5:00,UFC 103: Franklin vs Belfort
win,Rick Story  Brian Foster,0  0,18  6,3  0,1  1,Welterweight,SUB  Arm Triangle,2,1:09,UFC 103: Franklin vs Belfort
win,Eliot Marshall  Jason Brilz,0  0,29  27,0  0,0  0,Light Heavyweight,S-DEC,3,5:00,UFC 103: Franklin vs Belfort
win,Vladimir Matyushenko  Igor Pokrajac,0  0,44  17,4  1,1  0,Light Heavyweight,U-DEC,3,5:00,UFC 103: Franklin vs Belfort
win,Rafael Dos Anjos  Rob Emerson,0  0,52  27,2  0,0  0,Lightweight,U-DEC,3,5:00,UFC 103: Franklin vs Belfort
win,Nate Diaz  Melvin Guillard,0  1,21  11,2  3,2  0,Lightweight,SUB  Guillotine Choke,2,2:13,UFC Fight Night: Diaz vs Guillard
win,Gray Maynard  Roger Huerta,0  0,23  40,3  0,1  0,Lightweight,S-DEC,3,5:00,UFC Fight Night: Diaz vs Guillard
win,Carlos Condit  Jake Ellenberger,0  2,27  28,1  3,1  3,Welterweight,S-DEC,3,5:00,UFC Fight Night: Diaz vs Guillard
win,Nate Quarry  Tim Credeur,2  1,53  40,0  0,0  1,Middleweight,U-DEC,3,5:00,UFC Fight Night: Diaz vs Guillard
win,Brian Stann  Steve Cantwell,0  0,44  35,0  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Diaz vs Guillard
win,Mike Pyle  Chris Wilson,0  0,12  19,2  1,2  1,Welterweight,SUB  Guillotine Choke,3,2:15,UFC Fight Night: Diaz vs Guillard
win,CB Dollaway  Jay Silva,0  0,32  19,6  0,2  2,Middleweight,U-DEC,3,5:00,UFC Fight Night: Diaz vs Guillard
win,Jeremy Stephens  Justin Buchholz,2  0,28  9,0  0,0  0,Lightweight,KO/TKO,1,3:23,UFC Fight Night: Diaz vs Guillard
win,Mike Pierce  Brock Larson,0  0,27  11,6  0,0  1,Welterweight,U-DEC,3,5:00,UFC Fight Night: Diaz vs Guillard
win,Ryan Jensen  Steve Steinbeiss,0  0,9  7,1  0,1  0,Middleweight,SUB  Guillotine Choke,1,3:56,UFC Fight Night: Diaz vs Guillard
win,Antonio Rodrigo Nogueira  Randy Couture,2  0,27  42,0  0,3  0,Heavyweight,U-DEC,3,5:00,UFC 102: Couture vs Nogueira
win,Thiago Silva  Keith Jardine,1  0,5  3,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,1:35,UFC 102: Couture vs Nogueira
win,Jake Rosholt  Chris Leben,0  0,21  14,3  1,1  0,Middleweight,SUB  Arm Triangle,3,1:30,UFC 102: Couture vs Nogueira
win,Nate Marquardt  Demian Maia,1  0,1  0,0  0,0  0,Middleweight,KO/TKO  Punch,1,0:21,UFC 102: Couture vs Nogueira
win,Brandon Vera  Krzysztof Soszynski,0  0,62  41,1  1,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 102: Couture vs Nogueira
win,Aaron Simpson  Ed Herman,1  0,25  7,3  0,0  0,Middleweight,KO/TKO,2,0:17,UFC 102: Couture vs Nogueira
win,Gabriel Gonzaga  Chris Tuchscherer,1  0,22  0,0  0,0  0,Heavyweight,KO/TKO  Punches,1,2:27,UFC 102: Couture vs Nogueira
win,Mike Russow  Justin McCully,0  0,21  11,8  0,2  0,Heavyweight,U-DEC,3,5:00,UFC 102: Couture vs Nogueira
win,Todd Duffee  Tim Hague,1  0,4  0,0  0,0  0,Heavyweight,KO/TKO  Punch,1,0:07,UFC 102: Couture vs Nogueira
win,Mark Munoz  Nick Catone,0  0,53  38,2  3,2  1,Middleweight,S-DEC,3,5:00,UFC 102: Couture vs Nogueira
win,Evan Dunham  Marcus Aurelio,1  0,58  27,1  3,0  1,Lightweight,S-DEC,3,5:00,UFC 102: Couture vs Nogueira
win,BJ Penn  Kenny Florian,0  0,57  19,1  0,1  0,Lightweight,SUB  Rear Naked Choke,4,3:54,UFC 101: Declaration
win,Anderson Silva  Forrest Griffin,3  0,13  3,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,3:23,UFC 101: Declaration
win,Aaron Riley  Shane Nelson,0  0,50  28,2  0,0  0,Lightweight,U-DEC,3,5:00,UFC 101: Declaration
win,Johny Hendricks  Amir Sadollah,1  0,7  2,0  0,0  0,Welterweight,KO/TKO  Punches,1,0:29,UFC 101: Declaration
win,Ricardo Almeida  Kendall Grove,0  0,38  25,6  0,0  2,Middleweight,U-DEC,3,5:00,UFC 101: Declaration
win,Kurt Pellegrino  Josh Neer,0  0,21  24,3  0,0  1,Lightweight,U-DEC,3,5:00,UFC 101: Declaration
win,John Howard  Tamdan McCrory,0  0,19  11,5  2,1  1,Welterweight,S-DEC,3,5:00,UFC 101: Declaration
win,Alessio Sakara  Thales Leites,0  0,24  22,0  4,0  0,Middleweight,S-DEC,3,5:00,UFC 101: Declaration
win,Matthew Riddle  Dan Cramer,0  0,47  5,2  0,2  1,Welterweight,U-DEC,3,5:00,UFC 101: Declaration
win,George Sotiropoulos  George Roop,0  0,14  5,3  0,1  0,Lightweight,SUB  Kimura,2,1:59,UFC 101: Declaration
win,Jesse Lennox  Danillo Villefort,0  0,37  43,1  1,0  1,Welterweight,KO/TKO,3,3:37,UFC 101: Declaration
win,Jon Fitch  Paulo Thiago,0  0,15  5,4  0,1  5,Welterweight,U-DEC,3,5:00,UFC 100
win,Brock Lesnar  Frank Mir,0  0,47  4,1  0,0  0,Heavyweight,KO/TKO  Punches,2,1:48,UFC 100
win,Georges St-Pierre  Thiago Alves,1  0,59  30,10  0,1  0,Welterweight,U-DEC,5,5:00,UFC 100
win,Dan Henderson  Michael Bisping,1  0,29  22,0  0,0  0,Middleweight,KO/TKO  Punch,2,3:20,UFC 100
win,Yoshihiro Akiyama  Alan Belcher,0  1,55  76,3  0,0  0,Middleweight,S-DEC,3,5:00,UFC 100
win,Mark Coleman  Stephan Bonnar,0  0,20  26,3  0,0  3,Light Heavyweight,U-DEC,3,5:00,UFC 100
win,Jim Miller  Mac Danzig,0  0,37  20,6  0,1  1,Lightweight,U-DEC,3,5:00,UFC 100
win,Jon Jones  Jake O'Brien,0  0,25  11,0  0,1  0,Light Heavyweight,SUB  Guillotine Choke,2,2:43,UFC 100
win,Dong Hyun Kim  TJ Grant,0  0,29  22,4  1,1  0,Welterweight,U-DEC,3,5:00,UFC 100
win,Tom Lawlor  CB Dollaway,0  0,0  1,0  0,1  0,Middleweight,SUB  Guillotine Choke,1,0:55,UFC 100
win,Shannon Gugerty  Matt Grice,0  0,1  4,1  0,2  0,Lightweight,SUB  Guillotine Choke,1,2:36,UFC 100
win,Diego Sanchez  Clay Guida,1  0,68  29,1  2,3  0,Lightweight,S-DEC,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale
win,James Wilks  DaMarques Johnson,0  0,17  13,2  0,8  0,Welterweight,SUB  Rear Naked Choke,1,4:54,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Chris Lytle  Kevin Burns,0  1,101  69,0  1,0  0,Welterweight,U-DEC,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Ross Pearson  Andre Winner,0  0,74  46,0  0,0  0,Lightweight,U-DEC,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Joe Stevenson  Nate Diaz,0  0,27  6,8  1,1  4,Lightweight,U-DEC,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Melvin Guillard  Gleison Tibau,0  0,13  14,1  6,0  0,Lightweight,S-DEC,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Brad Blackburn  Edgar Garcia,0  0,66  39,0  1,1  0,Welterweight,S-DEC,3,5:00,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Tomasz Drwal  Mike Ciesnolevicz,1  0,27  3,4  0,0  0,Light Heavyweight,KO/TKO  Knee,1,4:48,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Nick Osipczak  Frank Lester,0  0,14  8,1  0,1  0,Welterweight,SUB  Rear Naked Choke,1,3:40,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Jason Dent  Cameron Dollar,0  0,14  24,0  0,1  0,Lightweight,SUB  Anaconda Choke,1,4:46,The Ultimate Fighter: United States vs. United Kingdom Finale
win,Rich Franklin  Wanderlei Silva,0  0,52  38,1  1,0  0,Catch Weight,U-DEC,3,5:00,UFC 99: The Comeback
win,Cain Velasquez  Cheick Kongo,0  0,29  21,7  1,2  0,Heavyweight,U-DEC,3,5:00,UFC 99: The Comeback
win,Mirko Filipovic  Mostapha Al-Turk,1  0,16  7,1  0,0  0,Heavyweight,KO/TKO  Punches,1,3:06,UFC 99: The Comeback
win,Mike Swick  Ben Saunders,1  0,10  17,1  0,1  0,Welterweight,KO/TKO  Punches,2,3:47,UFC 99: The Comeback
win,Spencer Fisher  Caol Uno,0  0,62  24,1  3,0  0,Lightweight,U-DEC,3,5:00,UFC 99: The Comeback
win,Dan Hardy  Marcus Davis,1  0,28  19,1  2,0  3,Welterweight,S-DEC,3,5:00,UFC 99: The Comeback
win,Terry Etim  Justin Buchholz,0  1,27  23,0  0,3  0,Lightweight,SUB  D'Arce Choke,2,2:38,UFC 99: The Comeback
win,Dennis Siver  Dale Hartt,0  0,8  5,0  1,2  0,Lightweight,SUB  Rear Naked Choke,1,3:23,UFC 99: The Comeback
win,Paul Taylor  Peter Sobotta,0  0,46  18,0  2,0  0,Welterweight,U-DEC,3,5:00,UFC 99: The Comeback
win,Paul Kelly  Rolando Delgado,0  0,32  14,1  1,2  3,Lightweight,U-DEC,3,5:00,UFC 99: The Comeback
win,Stefan Struve  Denis Stojnic,0  0,4  16,0  0,7  0,Heavyweight,SUB  Rear Naked Choke,2,2:37,UFC 99: The Comeback
win,John Hathaway  Rick Story,0  0,31  21,4  4,3  5,Welterweight,U-DEC,3,5:00,UFC 99: The Comeback
win,Lyoto Machida  Rashad Evans,3  0,28  4,0  0,0  0,Light Heavyweight,KO/TKO  Punch,2,3:57,UFC 98: Evans vs Machida
win,Matt Hughes  Matt Serra,0  1,34  14,3  1,0  0,Welterweight,U-DEC,3,5:00,UFC 98: Evans vs Machida
win,Drew McFedries  Xavier Foupa-Pokam,2  0,8  0,0  0,0  0,Middleweight,KO/TKO  Punches,1,0:37,UFC 98: Evans vs Machida
win,Chael Sonnen  Dan Miller,0  0,36  9,3  0,0  2,Middleweight,U-DEC,3,5:00,UFC 98: Evans vs Machida
win,Frankie Edgar  Sean Sherk,0  0,74  27,1  1,1  0,Lightweight,U-DEC,3,5:00,UFC 98: Evans vs Machida
win,Brock Larson  Mike Pyle,0  0,4  1,1  0,1  0,Welterweight,SUB  Arm Triangle,1,3:06,UFC 98: Evans vs Machida
win,Tim Hague  Pat Barry,0  0,0  3,1  0,1  0,Heavyweight,SUB  Guillotine Choke,1,1:42,UFC 98: Evans vs Machida
win,Kyle Bradley  Phillipe Nover,0  0,7  3,1  0,0  0,Lightweight,KO/TKO  Punches,1,1:03,UFC 98: Evans vs Machida
win,Krzysztof Soszynski  Andre Gusmao,1  0,18  17,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,3:17,UFC 98: Evans vs Machida
win,Yoshiyuki Yoshida  Brandon Wolff,0  0,4  2,0  0,1  0,Welterweight,SUB  Guillotine Choke,1,2:24,UFC 98: Evans vs Machida
win,George Roop  David Kaplan,0  0,62  50,0  5,0  0,Lightweight,S-DEC,3,5:00,UFC 98: Evans vs Machida
win,Anderson Silva  Thales Leites,0  0,94  10,0  1,0  0,Middleweight,U-DEC,5,5:00,UFC 97: Redemption
win,Sam Stout  Matt Wiman,1  0,62  46,0  4,0  2,Lightweight,U-DEC,3,5:00,UFC 97: Redemption
win,Mauricio Rua  Chuck Liddell,1  0,24  8,0  1,0  0,Light Heavyweight,KO/TKO  Punch,1,4:28,UFC 97: Redemption
win,Krzysztof Soszynski  Brian Stann,0  0,3  8,2  0,2  0,Light Heavyweight,SUB  Kimura,1,3:53,UFC 97: Redemption
win,Cheick Kongo  Antoni Hardonk,0  0,53  9,2  0,0  0,Heavyweight,KO/TKO  Punches,2,2:29,UFC 97: Redemption
win,Luiz Cane  Steve Cantwell,0  0,87  69,0  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 97: Redemption
win,Denis Kang  Xavier Foupa-Pokam,0  0,31  23,5  0,1  0,Middleweight,U-DEC,3,5:00,UFC 97: Redemption
win,Nate Quarry  Jason MacDonald,0  0,16  1,1  0,0  0,Middleweight,KO/TKO  Elbows,1,2:27,UFC 97: Redemption
win,Ed Herman  David Loiseau,0  0,71  6,5  0,0  0,Middleweight,U-DEC,3,5:00,UFC 97: Redemption
win,Mark Bocek  David Bielkheden,0  0,20  4,1  0,1  0,Lightweight,SUB  Rear Naked Choke,1,4:57,UFC 97: Redemption
win,TJ Grant  Ryo Chonan,0  0,34  31,3  2,0  0,Welterweight,S-DEC,3,5:00,UFC 97: Redemption
win,Eliot Marshall  Vinny Magalhaes,0  0,44  34,0  2,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 97: Redemption
win,Martin Kampmann  Carlos Condit,0  0,26  35,5  3,6  3,Welterweight,S-DEC,3,5:00,UFC Fight Night: Condit vs Kampmann
win,Ryan Bader  Carmelo Marrero,0  0,24  9,5  0,2  0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Condit vs Kampmann
win,Tyson Griffin  Rafael Dos Anjos,0  0,69  26,1  0,0  3,Lightweight,U-DEC,3,5:00,UFC Fight Night: Condit vs Kampmann
win,Cole Miller  Junie Browning,0  0,3  1,0  0,1  0,Lightweight,SUB  Guillotine Choke,1,1:58,UFC Fight Night: Condit vs Kampmann
win,Gleison Tibau  Jeremy Stephens,0  0,7  23,5  0,3  0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Condit vs Kampmann
win,Ricardo Almeida  Matt Horwich,0  0,41  25,9  0,1  3,Middleweight,U-DEC,3,5:00,UFC Fight Night: Condit vs Kampmann
win,Brock Larson  Jesse Sanders,0  0,13  0,1  0,1  0,Welterweight,SUB  Rear Naked Choke,1,2:01,UFC Fight Night: Condit vs Kampmann
win,Tim Credeur  Nick Catone,0  0,9  19,0  3,7  0,Middleweight,SUB  Guillotine Choke,2,3:45,UFC Fight Night: Condit vs Kampmann
win,Jorge Rivera  Nissen Osterneck,1  0,29  35,4  1,0  1,Middleweight,S-DEC,3,5:00,UFC Fight Night: Condit vs Kampmann
win,Rob Kimmons  Joe Vedepo,0  0,7  4,0  1,2  0,Middleweight,SUB  Guillotine Choke,1,1:54,UFC Fight Night: Condit vs Kampmann
win,Aaron Simpson  Tim McKenzie,1  0,16  1,1  0,0  0,Middleweight,KO/TKO  Punches,1,1:40,UFC Fight Night: Condit vs Kampmann
win,Quinton Jackson  Keith Jardine,2  0,56  64,2  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 96: Jackson vs Jardine
win,Shane Carwin  Gabriel Gonzaga,1  0,4  5,0  1,0  0,Heavyweight,KO/TKO  Punch,1,1:09,UFC 96: Jackson vs Jardine
win,Matt Brown  Pete Sell,2  0,24  0,0  0,0  0,Welterweight,KO/TKO  Punches,1,1:32,UFC 96: Jackson vs Jardine
win,Matt Hamill  Mark Munoz,1  0,23  14,0  0,0  0,Light Heavyweight,KO/TKO  Kick,1,3:53,UFC 96: Jackson vs Jardine
win,Gray Maynard  Jim Miller,0  0,37  25,1  0,0  1,Lightweight,U-DEC,3,5:00,UFC 96: Jackson vs Jardine
win,Tamdan McCrory  Ryan Madigan,0  0,12  0,1  0,0  0,Welterweight,KO/TKO  Elbows,1,3:35,UFC 96: Jackson vs Jardine
win,Kendall Grove  Jason Day,1  0,10  6,0  0,0  0,Middleweight,KO/TKO  Punch,1,1:32,UFC 96: Jackson vs Jardine
win,Jason Brilz  Tim Boetsch,0  0,34  27,4  0,1  0,Light Heavyweight,U-DEC,3,5:00,UFC 96: Jackson vs Jardine
win,Brandon Vera  Michael Patt,2  0,32  5,0  0,0  0,Light Heavyweight,KO/TKO  Kicks,2,1:27,UFC 96: Jackson vs Jardine
win,Shane Nelson  Aaron Riley,1  0,5  4,0  0,0  0,Lightweight,KO/TKO  Punch,1,0:44,UFC 96: Jackson vs Jardine
win,Diego Sanchez  Joe Stevenson,0  0,91  41,1  0,1  1,Lightweight,U-DEC,3,5:00,UFC 95: Sanchez vs Stevenson
win,Dan Hardy  Rory Markham,1  0,5  2,0  0,0  0,Welterweight,KO/TKO  Punch,1,1:09,UFC 95: Sanchez vs Stevenson
win,Nate Marquardt  Wilson Gouveia,1  0,67  16,2  0,1  1,Middleweight,KO/TKO  Flying Knee,3,3:10,UFC 95: Sanchez vs Stevenson
win,Demian Maia  Chael Sonnen,0  0,6  8,1  0,1  0,Middleweight,SUB  Triangle Choke,1,2:37,UFC 95: Sanchez vs Stevenson
win,Paulo Thiago  Josh Koscheck,1  0,7  8,0  0,0  0,Welterweight,KO/TKO  Punches,1,3:29,UFC 95: Sanchez vs Stevenson
win,Terry Etim  Brian Cobb,1  0,19  0,1  2,0  0,Lightweight,KO/TKO  Kick,2,0:10,UFC 95: Sanchez vs Stevenson
win,Junior Dos Santos  Stefan Struve,2  0,12  0,0  0,0  0,Heavyweight,KO/TKO  Punches,1,0:54,UFC 95: Sanchez vs Stevenson
win,Evan Dunham  Per Eklund,1  0,13  9,0  1,1  1,Lightweight,KO/TKO  Punch,1,2:13,UFC 95: Sanchez vs Stevenson
win,Mike Ciesnolevicz  Neil Grove,0  0,0  0,0  0,2  1,Heavyweight,SUB  Heel Hook,1,1:03,UFC 95: Sanchez vs Stevenson
win,Paul Kelly  Troy Mandaloniz,0  1,71  38,2  4,0  0,Welterweight,U-DEC,3,5:00,UFC 95: Sanchez vs Stevenson
win,Joe Lauzon  Jeremy Stephens,0  0,11  15,2  1,4  0,Lightweight,SUB  Armbar,2,4:43,UFC Fight Night: Lauzon vs Stephens
win,Cain Velasquez  Denis Stojnic,0  0,88  7,1  0,0  1,Heavyweight,KO/TKO  Punches,2,2:34,UFC Fight Night: Lauzon vs Stephens
win,Josh Neer  Mac Danzig,0  1,46  33,0  0,3  0,Lightweight,SUB  Triangle Choke,2,3:36,UFC Fight Night: Lauzon vs Stephens
win,Anthony Johnson  Luigi Fioravanti,1  0,21  12,0  0,0  0,Welterweight,KO/TKO  Punch,1,4:39,UFC Fight Night: Lauzon vs Stephens
win,Kurt Pellegrino  Rob Emerson,0  0,16  21,1  2,1  0,Lightweight,SUB  Rear Naked Choke,2,3:14,UFC Fight Night: Lauzon vs Stephens
win,Dan Miller  Jake Rosholt,0  0,2  2,0  1,2  0,Middleweight,SUB  Guillotine Choke,1,1:03,UFC Fight Night: Lauzon vs Stephens
win,Matt Veach  Matt Grice,1  1,12  29,1  0,0  1,Lightweight,KO/TKO  Punch,1,4:34,UFC Fight Night: Lauzon vs Stephens
win,Gleison Tibau  Rich Clementi,0  0,7  1,2  0,1  0,Lightweight,SUB  Guillotine Choke,1,4:35,UFC Fight Night: Lauzon vs Stephens
win,Nick Catone  Derek Downey,0  0,21  2,4  1,2  0,Middleweight,SUB  Keylock,2,1:15,UFC Fight Night: Lauzon vs Stephens
win,Matthew Riddle  Steve Bruno,0  0,48  22,4  1,0  0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Lauzon vs Stephens
win,Georges St-Pierre  BJ Penn,0  0,92  16,4  0,0  0,Welterweight,KO/TKO,4,5:00,UFC 94: St-Pierre vs Penn 2
win,Lyoto Machida  Thiago Silva,2  0,24  2,2  0,0  0,Light Heavyweight,KO/TKO  Punch,1,4:59,UFC 94: St-Pierre vs Penn 2
win,Jon Jones  Stephan Bonnar,1  0,45  37,7  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 94: St-Pierre vs Penn 2
nc nc,Karo Parisyan  Dong Hyun Kim,0  0,24  19,2  2,1  2,Welterweight,Overturned,3,5:00,UFC 94: St-Pierre vs Penn 2
win,Clay Guida  Nate Diaz,0  0,49  49,4  0,1  0,Lightweight,S-DEC,3,5:00,UFC 94: St-Pierre vs Penn 2
win,Jon Fitch  Akihiro Gono,0  0,40  7,4  0,2  0,Welterweight,U-DEC,3,5:00,UFC 94: St-Pierre vs Penn 2
